provider	id	group	display_name
native	native:extendlines	Vector geometry	Extend lines
native	native:extenttolayer	Vector creation	Create layer from extent
native	native:extractbinary	Vector table	Extract binary field
native	native:extractbyattribute	Vector selection	Extract by attribute
native	native:extractbyexpression	Vector selection	Extract by expression
native	native:extractbyextent	Vector overlay	Extract/clip by extent
native	native:extractbylocation	Vector selection	Extract by location
native	native:extractlabels	Cartography	Extract labels
native	native:extractmvalues	Vector geometry	Extract M values
native	native:extractnetworkendpoints	Network analysis	Extract network end points
native	native:extractspecificvertices	Vector geometry	Extract specific vertices
native	native:extractvertices	Vector geometry	Extract vertices
native	native:extractwithindistance	Vector selection	Extract within distance
native	native:extractzvalues	Vector geometry	Extract Z values
native	native:fieldcalculator	Vector table	Field calculator
native	native:filedownloader	File tools	Download file via HTTP(S)
native	native:fillnodata	Raster tools	Fill NoData cells
native	native:fillsinkswangliu	Raster terrain analysis	Fill sinks (Wang & Liu)
native	native:filter	Modeler tools	Feature filter
native	native:filterbygeometry	Vector selection	Filter by geometry type
native	native:filterlayersbytype	Modeler tools	Filter layers by type
native	native:filterverticesbym	Vector geometry	Filter vertices by M value
native	native:filterverticesbyz	Vector geometry	Filter vertices by Z value
native	native:findprojection	Vector general	Find projection
native	native:fixgeometries	Vector geometry	Fix geometries
native	native:fixgeometryangle	Fix geometry	Delete small angles
native	native:fixgeometryarea	Fix geometry	Fix small polygons
native	native:fixgeometrydeletefeatures	Fix geometry	Delete features
native	native:fixgeometryduplicatenodes	Fix geometry	Delete duplicated vertices
native	native:fixgeometrygap	Fix geometry	Fill gaps
native	native:fixgeometryhole	Fix geometry	Fill holes
native	native:fixgeometrymissingvertex	Fix geometry	Add missing vertices along borders
native	native:fixgeometrymultipart	Fix geometry	Convert to strictly multipart
native	native:fixgeometryoverlap	Fix geometry	Delete overlaps
native	native:fixgeometryselfintersection	Fix geometry	Split self-intersecting geometries
native	native:flattenrelationships	Vector general	Flatten relationship
native	native:forceccw	Vector geometry	Force polygons counter-clockwise
native	native:forcecw	Vector geometry	Force polygons clockwise
native	native:forcerhr	Vector geometry	Force right-hand-rule
native	native:fuzzifyrastergaussianmembership	Raster analysis	Fuzzify raster (gaussian membership)
native	native:fuzzifyrasterlargemembership	Raster analysis	Fuzzify raster (large membership)
native	native:fuzzifyrasterlinearmembership	Raster analysis	Fuzzify raster (linear membership)
native	native:fuzzifyrasternearmembership	Raster analysis	Fuzzify raster (near membership)
native	native:fuzzifyrasterpowermembership	Raster analysis	Fuzzify raster (power membership)
native	native:fuzzifyrastersmallmembership	Raster analysis	Fuzzify raster (small membership)
native	native:generateelevationprofileimage	Plots	Generate elevation profile image
native	native:generatepointspixelcentroidsinsidepolygons	Vector creation	Generate points (pixel centroids) inside polygons
native	native:geometrybyexpression	Vector geometry	Geometry by expression
native	native:gltftovector	3D Tiles	Convert GLTF to vector features
native	native:greaterthanfrequency	Raster analysis	Greater than frequency
native	native:highestpositioninrasterstack	Raster analysis	Highest position in raster stack
native	native:hillshade	Raster terrain analysis	Hillshade
native	native:httprequest	File tools	HTTP(S) POST/GET request
native	native:hublines	Vector analysis	Join by lines (hub lines)
native	native:importintopostgis	Database	Export to PostgreSQL
native	native:importintospatialite	Database	Export to SpatiaLite
native	native:importintospatialiteregistered	Database	Export to SpatiaLite (registered)
native	native:importphotos	Vector creation	Import geotagged photos
native	native:interpolatepoint	Vector geometry	Interpolate point on line
native	native:intersection	Vector overlay	Intersection
native	native:joinattributesbylocation	Vector general	Join attributes by location
native	native:joinattributestable	Vector general	Join attributes by field value
native	native:joinbylocationsummary	Vector general	Join attributes by location (summary)
native	native:joinbynearest	Vector general	Join attributes by nearest
native	native:keepnbiggestparts	Vector geometry	Keep N biggest parts
native	native:kmeansclustering	Vector analysis	K-means clustering
native	native:layertobookmarks	Vector general	Convert layer to spatial bookmarks
native	native:lessthanfrequency	Raster analysis	Less than frequency
native	native:linedensity	Interpolation	Line density
native	native:lineintersections	Vector overlay	Line intersections
native	native:linesubstring	Vector geometry	Line substring
native	native:listuniquevalues	Vector analysis	List unique values
native	native:loadlayer	Modeler tools	Load layer into project
native	native:lowestpositioninrasterstack	Raster analysis	Lowest position in raster stack
native	native:meancoordinates	Vector analysis	Mean coordinate(s)
native	native:mergelines	Vector geometry	Merge lines
native	native:mergevectorlayers	Vector general	Merge vector layers
native	native:meshcontours	Mesh	Export contours
native	native:meshexportcrosssection	Mesh	Export cross section dataset values on lines from mesh
native	native:meshexporttimeseries	Mesh	Export time series values from points of a mesh dataset
native	native:meshrasterize	Mesh	Rasterize mesh dataset
native	native:minimumboundinggeometry	Vector geometry	Minimum bounding geometry
native	native:minimumenclosingcircle	Vector geometry	Minimum enclosing circles
native	native:modelerrastercalc	Raster analysis	Raster calculator
native	native:modelervirtualrastercalc	Raster analysis	Raster calculator (virtual)
native	native:multidifference	Vector overlay	Difference (multiple)
native	native:multiintersection	Vector overlay	Intersection (multiple)
native	native:multiparttosingleparts	Vector geometry	Multipart to singleparts
native	native:multiringconstantbuffer	Vector geometry	Multi-ring buffer (constant distance)
native	native:multiunion	Vector overlay	Union (multiple)
native	native:nearestneighbouranalysis	Vector analysis	Nearest neighbour analysis
native	native:offsetline	Vector geometry	Offset lines
native	native:openurl	File tools	Open file or URL
native	native:orderbyexpression	Vector general	Order by expression
native	native:orientedminimumboundingbox	Vector geometry	Oriented minimum bounding box
native	native:orthogonalize	Vector geometry	Orthogonalize
native	native:package	Database	Package layers
native	native:pixelstopoints	Vector creation	Raster pixels to points
native	native:pixelstopolygons	Vector creation	Raster pixels to polygons
native	native:pointonsurface	Vector geometry	Point on surface
native	native:pointsalonglines	Vector geometry	Points along geometry
native	native:pointstopath	Vector creation	Points to path
native	native:pointtolayer	Vector creation	Create layer from point
native	native:poleofinaccessibility	Vector geometry	Pole of inaccessibility
native	native:polygonfromlayerextent	Layer tools	Extract layer extent
native	native:polygonize	Vector geometry	Polygonize
native	native:polygonstolines	Vector geometry	Polygons to lines
native	native:postgisexecuteandloadsql	Database	PostgreSQL execute and load SQL
native	native:postgisexecutesql	Database	PostgreSQL execute SQL
native	native:printlayoutmapextenttolayer	Cartography	Print layout map extent to layer
native	native:printlayouttoimage	Cartography	Export print layout as image
native	native:printlayouttopdf	Cartography	Export print layout as PDF
native	native:projectpointcartesian	Vector geometry	Project points (Cartesian)
native	native:promotetomulti	Vector geometry	Promote to multipart
native	native:raiseexception	Modeler tools	Raise exception
native	native:raisemessage	Modeler tools	Raise message
native	native:raisewarning	Modeler tools	Raise warning
native	native:randomextract	Vector selection	Random extract
native	native:randompointsinextent	Vector creation	Random points in extent
native	native:randompointsinpolygons	Vector creation	Random points in polygons
native	native:randompointsonlines	Vector creation	Random points on lines
native	native:randomselection	Vector selection	Random selection
native	native:rasterbooleanand	Raster analysis	Raster boolean AND
native	native:rastercalc	Raster analysis	Raster calculator
native	native:rasterfeaturepreservingsmoothing	Raster analysis	Feature preserving DEM smoothing
native	native:rastergaussianblur	Raster analysis	Gaussian blur
native	native:rasterize	Raster tools	Convert map to raster
native	native:rasterlayerproperties	Raster analysis	Raster layer properties
native	native:rasterlayerstatistics	Raster analysis	Raster layer statistics
native	native:rasterlayeruniquevaluesreport	Raster analysis	Raster layer unique values report
native	native:rasterlayerzonalstats	Raster analysis	Raster layer zonal statistics
native	native:rasterlogicalor	Raster analysis	Raster boolean OR
native	native:rasterminmax	Raster analysis	Raster minimum/maximum
native	native:rasterrank	Raster analysis	Raster rank
native	native:rastersampling	Raster analysis	Sample raster values
native	native:rastersurfacevolume	Raster analysis	Raster surface volume
native	native:reclassifybylayer	Raster analysis	Reclassify by layer
native	native:reclassifybytable	Raster analysis	Reclassify by table
native	native:rectanglesovalsdiamonds	Vector geometry	Rectangles, ovals, diamonds
native	native:refactorfields	Vector table	Refactor fields
native	native:removeduplicatesbyattribute	Vector general	Delete duplicates by attribute
native	native:removeduplicatevertices	Vector geometry	Remove duplicate vertices
native	native:removenullgeometries	Vector geometry	Remove null geometries
native	native:removepartsbyarea	Vector geometry	Remove parts by area
native	native:removepartsbylength	Vector geometry	Remove parts by length
native	native:renamelayer	Modeler tools	Rename layer
native	native:renametablefield	Vector table	Rename field
native	native:repairshapefile	Vector general	Repair Shapefile
native	native:reprojectlayer	Vector general	Reproject layer
native	native:rescaleraster	Raster analysis	Rescale raster
native	native:retainfields	Vector table	Retain fields
native	native:reverselinedirection	Vector geometry	Reverse line direction
native	native:rotatefeatures	Vector geometry	Rotate
native	native:roundness	Vector geometry	Roundness
native	native:roundrastervalues	Raster analysis	Round raster
native	native:ruggednessindex	Raster terrain analysis	Ruggedness index
native	native:savefeatures	Vector general	Save vector features to file
native	native:savelog	Modeler tools	Save log to file
native	native:saveselectedfeatures	Vector general	Extract selected features
native	native:segmentizebymaxangle	Vector geometry	Segmentize by maximum angle
native	native:segmentizebymaxdistance	Vector geometry	Segmentize by maximum distance
native	native:selectbylocation	Vector selection	Select by location
native	native:selectwithindistance	Vector selection	Select within distance
native	native:serviceareafromlayer	Network analysis	Service area (from layer)
native	native:serviceareafrompoint	Network analysis	Service area (from point)
native	native:setlayerencoding	Vector general	Set layer encoding
native	native:setlayermetadata	Metadata tools	Set layer metadata
native	native:setlayerstyle	Cartography	Set layer style
native	native:setmetadatafields	Metadata tools	Set metadata fields
native	native:setmfromraster	Vector geometry	Set M value from raster
native	native:setmvalue	Vector geometry	Set M value
native	native:setprojectvariable	Modeler tools	Set project variable
native	native:setzfromraster	Vector geometry	Drape (set Z value from raster)
native	native:setzvalue	Vector geometry	Set Z value
native	native:shortestline	Vector analysis	Shortest line between features
native	native:shortestpathlayertopoint	Network analysis	Shortest path (layer to point)
native	native:shortestpathpointtolayer	Network analysis	Shortest path (point to layer)
native	native:shortestpathpointtopoint	Network analysis	Shortest path (point to point)
native	native:shpencodinginfo	Vector general	Extract Shapefile encoding
native	native:simplifygeometries	Vector geometry	Simplify
native	native:singlesidedbuffer	Vector geometry	Single sided buffer
native	native:slope	Raster terrain analysis	Slope
native	native:smoothgeometry	Vector geometry	Smooth
native	native:snapgeometries	Vector geometry	Snap geometries to layer
native	native:snappointstogrid	Vector geometry	Snap points to grid
native	native:spatialiteexecutesql	Database	SpatiaLite execute SQL
native	native:spatialiteexecutesqlregistered	Database	SpatiaLite execute SQL (registered DB)
native	native:splitfeaturesbycharacter	Vector general	Split features by character
native	native:splitlinesbylength	Vector geometry	Split lines by maximum length
native	native:splitvectorlayer	Vector general	Split vector layer
native	native:splitwithlines	Vector overlay	Split with lines
native	native:stdbscanclustering	Vector analysis	ST-DBSCAN clustering
native	native:stringconcatenation	Modeler tools	String concatenation
native	native:stylefromproject	Cartography	Create style database from project
native	native:subdivide	Vector geometry	Subdivide
native	native:sumlinelengths	Vector analysis	Sum line lengths
native	native:surfacetopolygon	Mesh	Surface to polygon
native	native:swapxy	Vector geometry	Swap X and Y coordinates
native	native:symmetricaldifference	Vector overlay	Symmetrical difference
native	native:taperedbuffer	Vector geometry	Tapered buffers
native	native:tilesxyzdirectory	Raster tools	Generate XYZ tiles (Directory)
native	native:tilesxyzmbtiles	Raster tools	Generate XYZ tiles (MBTiles)
native	native:tinmeshcreation	Mesh	TIN Mesh Creation
native	native:totalcurvature	Raster terrain analysis	Total curvature
native	native:transect	Vector geometry	Transect
native	native:transectfixeddistance	Vector geometry	Transect (fixed distance)
native	native:transferannotationsfrommain	Cartography	Transfer annotations from main layer
native	native:translategeometry	Vector geometry	Translate
native	native:truncatetable	Vector general	Truncate table
native	native:union	Vector overlay	Union
native	native:updatelayermetadata	Metadata tools	Update layer metadata
native	native:uploadgpsdata	GPS	Upload GPS data to device
native	native:validatenetwork	Network analysis	Validate network
native	native:virtualrastercalc	Raster analysis	Raster calculator (virtual)
native	native:voronoipolygons	Vector geometry	Voronoi polygons
native	native:wedgebuffers	Vector geometry	Create wedge buffers
native	native:writevectortiles_mbtiles	Vector tiles	Write Vector Tiles (MBTiles)
native	native:writevectortiles_xyz	Vector tiles	Write Vector Tiles (XYZ)
native	native:zonalhistogram	Raster analysis	Zonal histogram
native	native:zonalminmaxpoint	Raster analysis	Zonal minimum/maximum point
native	native:zonalstatistics	Raster analysis	Zonal statistics (in place)
native	native:zonalstatisticsfb	Raster analysis	Zonal statistics
pdal	pdal:assignprojection	Point cloud data management	Assign projection
pdal	pdal:boundary	Point cloud extraction	Boundary
pdal	pdal:classifyground	Point cloud data management	Classify ground points
pdal	pdal:clip	Point cloud data management	Clip point cloud
pdal	pdal:compare	Point cloud data management	Compare point clouds
pdal	pdal:convertformat	Point cloud conversion	Convert point cloud format
pdal	pdal:createcopc	Point cloud data management	Create COPC
pdal	pdal:density	Point cloud extraction	Point cloud density
pdal	pdal:exportraster	Point cloud conversion	Export point cloud to raster
pdal	pdal:exportrastertin	Point cloud conversion	Export point cloud to raster (using triangulation)
pdal	pdal:exportvector	Point cloud conversion	Export point cloud to vector
pdal	pdal:filter	Point cloud extraction	Filter point cloud
pdal	pdal:filternoiseradius	Point cloud data management	Filter noise (using radius)
pdal	pdal:filternoisestatistical	Point cloud data management	Filter noise
pdal	pdal:heightabovegroundbynearestneighbor	Point cloud data management	Height above ground
pdal	pdal:heightabovegroundtriangulation	Point cloud data management	Height above ground (using triangulation)
pdal	pdal:info	Point cloud data management	Point cloud information
pdal	pdal:merge	Point cloud data management	Merge point cloud
pdal	pdal:reproject	Point cloud data management	Reproject point cloud
pdal	pdal:thinbydecimate	Point cloud data management	Thin (by skipping points)
pdal	pdal:thinbyradius	Point cloud data management	Thin (by sampling radius)
pdal	pdal:tile	Point cloud data management	Create tiles from point cloud
pdal	pdal:transformpointcloud	Point cloud data management	Transform point cloud
pdal	pdal:virtualpointcloud	Point cloud data management	Build virtual point cloud (VPC)
qgis	qgis:advancedpythonfieldcalculator	Vector table	Advanced Python field calculator
qgis	qgis:barplot	Plots	Bar plot
qgis	qgis:boxplot	Plots	Box plot
qgis	qgis:distancematrix	Vector analysis	Distance matrix
qgis	qgis:distancetonearesthublinetohub	Vector analysis	Distance to nearest hub (line to hub)
qgis	qgis:distancetonearesthubpoints	Vector analysis	Distance to nearest hub (points)
qgis	qgis:eliminateselectedpolygons	Vector geometry	Eliminate selected polygons
qgis	qgis:executesql	Vector general	Execute SQL
qgis	qgis:generatepointspixelcentroidsalongline	Vector creation	Generate points (pixel centroids) along line
qgis	qgis:heatmapkerneldensityestimation	Interpolation	Heatmap (Kernel Density Estimation)
qgis	qgis:hypsometriccurves	Raster terrain analysis	Hypsometric curves
qgis	qgis:idwinterpolation	Interpolation	IDW interpolation
qgis	qgis:knearestconcavehull	Vector geometry	Concave hull (k-nearest neighbor)
qgis	qgis:linestopolygons	Vector geometry	Lines to polygons
qgis	qgis:meanandstandarddeviationplot	Plots	Mean and standard deviation plot
qgis	qgis:pointsdisplacement	Vector geometry	Points displacement
qgis	qgis:polarplot	Plots	Polar plot
qgis	qgis:randomextractwithinsubsets	Vector selection	Random extract within subsets
qgis	qgis:randompointsalongline	Vector creation	Random points along line
qgis	qgis:randompointsinlayerbounds	Vector creation	Random points in layer bounds
qgis	qgis:randompointsinsidepolygons	Vector creation	Random points inside polygons
qgis	qgis:randomselectionwithinsubsets	Vector selection	Random selection within subsets
qgis	qgis:rastercalculator	Raster analysis	Raster calculator
qgis	qgis:rasterlayerhistogram	Plots	Raster layer histogram
qgis	qgis:rectanglesovalsdiamondsvariable	Vector geometry	Rectangles, ovals, diamonds (variable)
qgis	qgis:regularpoints	Vector creation	Regular points
qgis	qgis:relief	Raster terrain analysis	Relief
qgis	qgis:scatter3dplot	Plots	Vector layer scatterplot 3D
qgis	qgis:selectbyattribute	Vector selection	Select by attribute
qgis	qgis:selectbyexpression	Vector selection	Select by expression
qgis	qgis:setstyleforrasterlayer	Raster tools	Set style for raster layer
qgis	qgis:setstyleforvectorlayer	Vector general	Set style for vector layer
qgis	qgis:statisticsbycategories	Vector analysis	Statistics by categories
qgis	qgis:texttofloat	Vector table	Text to float
qgis	qgis:tininterpolation	Interpolation	TIN interpolation
qgis	qgis:topologicalcoloring	Cartography	Topological coloring
qgis	qgis:variabledistancebuffer	Vector geometry	Variable distance buffer
qgis	qgis:vectorlayerhistogram	Plots	Vector layer histogram
qgis	qgis:vectorlayerscatterplot	Plots	Vector layer scatterplot
